count,count_norm,parent,tax_rank,tax_color,avg,taxon,tax_name
5,17,1263,species,null,null,1101723,Ruminococcus sp. RLB3
33,110,1472761,no_rank,null,null,1118060,Enorma massiliensis phI
564,1874,185291,species,null,null,1118061,Bacteroidales bacterium ph8
5919,19670,49928,species,null,null,1146296,bacterium NLAE-zl-P430
1498,4978,49928,species,null,null,1146723,bacterium NLAE-zl-P827
7,23,49928,species,null,null,1146772,bacterium NLAE-zl-P872
6,20,39779,species,null,null,1159224,Clostridiales bacterium CIEAF 022
55,183,1080712,no_rank,null,null,1175296,Methanomassiliicoccus luminyensis B10
60,199,186802,family,null,null,1185407,Defluviitaleaceae
60,199,1185407,no_rank,null,null,1185408,Defluviitalea
28,93,1308,no_rank,null,null,1187956,Streptococcus thermophilus MN-ZLW-002
11,37,49928,species,null,null,1189794,bacterium NLAE-zl-G256
10,33,49928,species,null,null,1189972,bacterium NLAE-zl-G423
2,7,39779,species,null,null,1200691,Clostridiales bacterium RM3
2,7,49928,species,null,null,1201423,bacterium NLAE-zl-H12
489,1625,49928,species,null,null,1201768,bacterium NLAE-zl-H436
2140,7112,49928,species,null,null,1201878,bacterium NLAE-zl-H54
303,1007,29521,species,null,null,1203227,Brachyspira sp. NSH-25
2,7,1470354,no_rank,null,null,1211843,Candidatus Soleaferrea massiliensis AP7
131,435,574697,species,null,null,1217281,Butyricimonas sp. 214-4
33,110,1485,species,null,null,1217283,Clostridium sp. 619
64,213,361210,species,null,null,1229957,Porphyromonadaceae bacterium AIP925.11
11,37,102106,species,null,null,1232426,Collinsella sp. GD3
24,80,1301,species,null,null,1234680,Streptococcus rubneri
56,186,256845,class,null,null,1313211,Lentisphaeria
2,7,36745,no_rank,null,null,1335640,Clostridium saccharoperbutylacetonicum N1-4
6943,23073,200630,no_rank,null,null,1411023,unclassified Peptostreptococcaceae (miscellaneous)
2,7,541000,genus,null,null,1470353,Candidatus Soleaferrea
2,7,1470353,species,null,null,1470354,Candidatus Soleaferrea massiliensis
33,110,1472762,species,null,null,1472761,Enorma massiliensis
33,110,84107,genus,null,null,1472762,Enorma
16,53,186804,genus,null,null,1481960,Peptoclostridium
3,10,128827,genus,null,null,1505663,Erysipelatoclostridium
